"ABCIndicator","AdditionalDeviceData","Assembly","AssetLocation","AssetRoom","BasicSchedulingType","BusinessArea","ControllingArea","ControllingObjectClass","CreatedByUser","Equipment","EquipmentName","FunctionalArea","FunctionalLocation","LastChangeDateTime","LatestAcceptableCompletionDate","LocAcctAssgmtWBSElmntIntID","MainWorkCenter","MainWorkCenterInternalID","MainWorkCenterPlant","MainWorkCenterTypeCode","MaintObjectFreeDefinedAttrib","MaintObjectLocAcctAssgmtNmbr","MaintOrdBasicEndDate","MaintOrdBasicEndDateTime","MaintOrdBasicEndTime","MaintOrdBasicStartDate","MaintOrdBasicStartDateTime","MaintOrdBasicStartTime","MaintOrdPersonResponsible","MaintOrdProcessPhaseCode","MaintOrdProcessSubPhaseCode","MaintOrdSchedldBscEndDateTime","MaintOrdSchedldBscStrtDateTime","MaintOrderReferenceDate","MaintOrderReferenceDateTime","MaintOrderReferenceTime","MaintOrderRoutingNumber","MaintPriority","MaintPriorityType","MaintenanceActivityType","MaintenanceNotification","MaintenanceObjectList","MaintenanceOrder","MaintenanceOrderDesc","MaintenanceOrderInternalID","MaintenanceOrderPlanningCode","MaintenanceOrderType","MaintenancePlannerGroup","MaintenancePlanningPlant","MaintenancePlant","MaintenanceRevision","OperationSystemCondition","OrdIsNotSchedldAutomatically","OrderProcessingGroup","PlantSection","ProfitCenter","ReferenceElement","ResponsibleCostCenter","ScheduledBasicEndDate","ScheduledBasicEndTime","ScheduledBasicStartDate","ScheduledBasicStartTime","SerialNumber","SuperiorProjectNetwork","TechObjIsEquipOrFuncnlLoc","TechnicalObject","TechnicalObjectLabel","WBSElementInternalID","WorkCenter","WorkCenterInternalID","WorkCenterTypeCode"
"B","","","","","1","0001","USEA","OC","DBRENNAN","10000098","Hydrant Snoqualmie & 13th Ave S-DB","","U-W-D-US-M-M0005-001",,,"0","EDOHR101","10000325","1001","A","","000000003892","2018-10-11","2018-10-11T04:00:00.000Z","04:00:00","2018-10-10","2018-10-10T04:00:00.000Z","04:00:00","3","","","2018-10-10T18:20:00.000Z","2018-10-10T13:00:00.000Z","2018-10-10","2018-10-10T13:40:37.000Z","13:40:37","1000000091","","PM","","10000087",1686,"4000090","The equipment is leaking again","OR000004000090","1","M02","801","1801","1801","","","","0","","USEAPROF","","OPS-REG-1","2018-10-10","18:20:00","2018-10-10","13:00:00","","","EAMS_EQUI","000000000010000098","10000098","0","","0",""
"B","","","","","1","0001","USEA","OC","DBRENNAN","10000098","Hydrant Snoqualmie & 13th Ave S-DB","","U-W-D-US-M-M0005-001","2019-05-17T02:01:10.000Z",,"0","EDOHR101","10000325","1001","A","","000000003894","2019-03-26","2019-03-26T04:00:00.000Z","04:00:00","2019-03-25","2019-03-25T04:00:00.000Z","04:00:00","3","","","2019-03-25T13:00:00.000Z","2019-03-25T04:00:00.000Z","2019-03-26","2019-03-26T03:59:59.000Z","03:59:59","1000000092","","PM","","10000088",1687,"4000091","Found other leak","OR000004000091","1","M02","801","1801","1801","","","","0","","USEAPROF","","OPS-REG-1","2019-03-25","13:00:00","2019-03-25","04:00:00","","","EAMS_EQUI","000000000010000098","10000098","0","","0",""
"B","","","","","1","0001","USEA","OC","DBRENNAN","10000098","Hydrant Snoqualmie & 13th Ave S-DB","","U-W-D-US-M-M0005-001",,,"0","EDOHR101","10000325","1001","A","","000000003896","2018-10-11","2018-10-11T04:00:00.000Z","04:00:00","2018-10-10","2018-10-10T04:00:00.000Z","04:00:00","3","","","2018-10-10T16:12:00.000Z","2018-10-10T13:00:00.000Z","2018-10-10","2018-10-10T15:02:40.000Z","15:02:40","1000000093","","PM","","10000089",1688,"4000092","Equipment","OR000004000092","1","M02","801","1801","1801","","","","0","","USEAPROF","","OPS-REG-1","2018-10-10","16:12:00","2018-10-10","13:00:00","","","EAMS_EQUI","000000000010000098","10000098","0","","0",""
"B","","","","","1","0001","USEA","OC","DBRENNAN","10000098","Hydrant Snoqualmie & 13th Ave S-DB","","U-W-D-US-M-M0005-001","2019-05-31T09:27:12.000Z",,"0","EDOHR101","10000325","1001","A","","000000003898","2019-03-26","2019-03-26T04:00:00.000Z","04:00:00","2019-03-25","2019-03-25T04:00:00.000Z","04:00:00","3","","","2019-03-25T15:08:00.000Z","2019-03-25T04:00:00.000Z","2019-03-26","2019-03-26T03:59:59.000Z","03:59:59","1000000094","","PM","","10000090",1689,"4000093","","OR000004000093","1","M02","801","1801","1801","","","","0","","USEAPROF","","OPS-REG-1","2019-03-25","15:08:00","2019-03-25","04:00:00","","","EAMS_EQUI","000000000010000098","10000098","0","","0",""
"","","","","","1","0001","USEA","OC","MBOWMAN","10000071","50 kVA OH Transformer","","U-E-D-US-F-F0069-007","2021-02-03T22:27:20.000Z",,"0","EDOHR101","10000325","1001","A","","000000004130","2018-11-06","2018-11-06T05:00:00.000Z","05:00:00","2018-11-05","2018-11-05T05:00:00.000Z","05:00:00","","","","2018-11-05T18:16:00.000Z","2018-11-05T14:00:00.000Z","2018-11-06","2018-11-06T04:59:59.000Z","04:59:59","1000000095","3","PM","","10000092",1690,"4000094","Generation Plant - Rounds/Inspection","OR000004000094","1","M02","001","1001","1001","","","","0","","USEAPROF","","OPS-REG-1","2018-11-05","18:16:00","2018-11-05","14:00:00","","","EAMS_EQUI","000000000010000071","10000071","0","","0",""
"C","","","R2_STW_OH","","1","0001","USEA","OC","MBOWMAN","10000220","25 kVA OH Transformer, Elm","","U-E-D-OH-F-44224-002","2021-02-03T22:27:20.000Z",,"0","EDOHR101","10000325","1001","A","","000000004188","2018-12-28","2018-12-28T05:00:00.000Z","05:00:00","2018-12-27","2018-12-27T05:00:00.000Z","05:00:00","","","","2018-12-27T17:12:00.000Z","2018-12-27T05:00:00.000Z","2018-12-28","2018-12-28T04:59:59.000Z","04:59:59","1000000096","2","PM","275","10000093",1691,"4000095","Lock-out overloaded transformer","OR000004000095","1","M02","001","1001","1001","","0","","0","003","USEAPROF","","OPS-REG-1","2018-12-27","17:12:00","2018-12-27","05:00:00","","","EAMS_EQUI","000000000010000220","10000220","0","","0",""
"B","","","","","1","0001","USEA","OC","DBRENNAN","500000020","Meter Electric - 1 Phase (500000020)","","","2019-03-04T22:30:19.000Z",,"0","EDOHR101","10000325","1001","A","","000000004206","2018-12-28","2018-12-28T05:00:00.000Z","05:00:00","2018-12-27","2018-12-27T05:00:00.000Z","05:00:00","","","","2018-12-27T16:08:00.000Z","2018-12-27T05:00:00.000Z","2019-03-04","2019-03-04T22:30:14.000Z","22:30:14","1000000101","2","PM","","10000101",1767,"4000100","Meter Work Order (OBSOLETE)","OR000004000100","2","M01","001","1001","1001","","","","0","","USEAPROF","","OPS-REG-1","2018-12-27","16:08:00","2018-12-27","05:00:00","000000000500000020","","EAMS_EQUI","000000000500000020","500000020","0","","0",""
"C","","","","","1","0001","USEA","OC","MSTENZIG","10000219","25 kVA OH Transformer, Edgewood new","","U-E-D-OH-F-44224-001","2021-02-03T22:27:21.000Z",,"0","EDOHR101","10000325","1001","A","","000000004239","2018-12-29","2018-12-29T05:00:00.000Z","05:00:00","2018-12-27","2018-12-27T05:00:00.000Z","05:00:00","","","","2018-12-28T22:00:00.000Z","2018-12-27T05:00:00.000Z","2018-12-28","2018-12-28T04:59:59.000Z","04:59:59","1000000102","2","PM","140","10000102",1768,"4000101","Replace transformer","OR000004000101","2","M01","001","1001","1001","","1","","0","003","USEAPROF","","OPS-REG-1","2018-12-28","22:00:00","2018-12-27","05:00:00","","","EAMS_EQUI","000000000010000219","10000219","0","","0",""
"A","","","","","1","","USEA","OC","EHUDAK","","","","U-W-D-US-M-M0005-001",,,"0","WDMNS002","10000374","1801","A","","000000004246","2018-11-21","2018-11-21T05:00:00.000Z","05:00:00","2018-11-20","2018-11-20T05:00:00.000Z","05:00:00","","","","2018-11-20T14:00:00.000Z","2018-11-20T14:00:00.000Z","2018-11-30","2018-11-30T21:00:57.000Z","21:00:57","1000000103","3","PM","","10000103",1769,"4000102","LAM test","OR000004000102","2","M01","801","1801","1801","","","","0","","USEAPROF","","OPS-REG-1","2018-11-20","14:00:00","2018-11-20","14:00:00","","","EAMS_FL","U-W-D-US-M-M0005-001","U-W-D-US-M-M0005-001","0","","0",""
"A","","","","","1","","USEA","OC","EHUDAK","","","","U-W-D-US-M-M0022-004",,,"0","WDMNS002","10000374","1801","A","","000000004248","2018-11-21","2018-11-21T05:00:00.000Z","05:00:00","2018-11-20","2018-11-20T05:00:00.000Z","05:00:00","","","","2018-11-20T05:00:00.000Z","2018-11-20T05:00:00.000Z","2018-11-21","2018-11-21T04:59:59.000Z","04:59:59","1000000104","3","PM","260","10000104",1770,"4000103","Bi-annual inspection","OR000004000103","1","M02","801","1801","1801","","","","0","002","USEAPROF","","OPS-REG-1","2018-11-20","05:00:00","2018-11-20","05:00:00","","","EAMS_FL","U-W-D-US-M-M0022-004","U-W-D-US-M-M0022-004","0","","0",""
"A","","","","","2","","USEA","OC","EHUDAK","","","","U-W-D-US-M-M0022-004",,,"0","WDMNS002","10000374","1801","A","","000000004251","2018-11-23","2018-11-23T22:37:00.000Z","22:37:00","2018-11-20","2018-11-20T22:39:00.000Z","22:39:00","","","","2018-11-21T22:00:00.000Z","2018-11-21T22:00:00.000Z","2018-11-20","2018-11-20T22:39:00.000Z","22:39:00","1000000105","2","PM","","10000105",1771,"4000104","Order from Notif to Check Pipeline","OR000004000104","1","M03","801","1801","1801","","","","0","002","USEAPROF","","OPS-REG-1","2018-11-21","22:00:00","2018-11-21","22:00:00","","","EAMS_FL","U-W-D-US-M-M0022-004","U-W-D-US-M-M0022-004","0","","0",""
"","","","R2_STW_OH","","1","0001","USEA","OC","MBOWMAN","","","","U-E-D-OH-F-44224-S06","2021-02-03T22:27:21.000Z",,"0","EDOHR101","10000325","1001","A","","000000004253","2018-11-29","2018-11-29T05:00:00.000Z","05:00:00","2018-11-28","2018-11-28T05:00:00.000Z","05:00:00","","","","2018-11-28T18:16:00.000Z","2018-11-28T14:00:00.000Z","2018-11-29","2018-11-29T04:59:59.000Z","04:59:59","1000000106","2","PM","230","10000107",1772,"4000105","Downed Wire","OR000004000105","1","M02","001","1001","1001","","","","0","","USEAPROF","","OPS-REG-1","2018-11-28","18:16:00","2018-11-28","14:00:00","","","EAMS_FL","U-E-D-OH-F-44224-S06","U-E-D-OH-F-44224-S06","0","","0",""
"","","","","","1","","USEA","OC","MBOWMAN","","","","","2021-02-03T22:27:21.000Z",,"0","EDOHR101","10000325","1001","A","","000000004255","2018-12-07","2018-12-07T05:00:00.000Z","05:00:00","2018-12-06","2018-12-06T05:00:00.000Z","05:00:00","3","","","2018-12-06T18:16:00.000Z","2018-12-06T14:00:00.000Z","2018-12-07","2018-12-07T04:59:59.000Z","04:59:59","1000000107","3","SM","100","",0,"4000106","Install Fully Dressed Pole","OR000004000106","1","CUWO","001","1001","1001","","","","0","","USEAPROF","","OPS-REG-1","2018-12-06","18:16:00","2018-12-06","14:00:00","","","","","","107","","0",""
"","","","","","1","0001","USEA","OC","MBOWMAN","","","","CESD-C21-OH-09","2023-04-19T23:57:31.000Z",,"0","EDOHR401","10000328","1001","A","","000000004257","2019-02-28","2019-02-28T05:00:00.000Z","05:00:00","2019-02-26","2019-02-26T05:00:00.000Z","05:00:00","3","","","2019-02-27T14:32:00.000Z","2019-02-26T14:00:00.000Z","2023-04-19","2023-04-19T23:57:29.000Z","23:57:29","1000000108","3","PM","230","10000108",1773,"4000107","Bad Switchgear","OR000004000107","1","M02","001","1001","1001","","0","","0","","USEAPROF","","OPS-REG-4","2019-02-27","14:32:00","2019-02-26","14:00:00","","","EAMS_FL","CESD-C21-OH-09","CESD-C21-OH-09","0","","0",""
"","","","","","1","0001","USEA","OC","MBOWMAN","10000017","50 kVA OH Transformer","","","2023-04-20T00:49:16.000Z",,"0","EDOHR101","10000325","1001","A","","000000004258","2018-11-29","2018-11-29T05:00:00.000Z","05:00:00","2018-11-28","2018-11-28T05:00:00.000Z","05:00:00","3","","","2018-11-28T19:20:00.000Z","2018-11-28T14:00:00.000Z","2023-04-20","2023-04-20T00:49:15.000Z","00:49:15","1000000109","","PM","","10000109",1774,"4000108","Transformer non functional- investigate","OR000004000108","1","M02","001","1001","1001","","","","0","","USEAPROF","","OPS-REG-1","2018-11-28","19:20:00","2018-11-28","14:00:00","","","EAMS_EQUI","000000000010000017","10000017","0","","0",""
"","","","","","1","","USEA","OC","MBOWMAN","","","","","2024-02-07T17:56:59.000Z",,"0","EDOHR101","10000325","1001","A","","000000004260","2018-12-19","2018-12-19T05:00:00.000Z","05:00:00","2018-12-18","2018-12-18T05:00:00.000Z","05:00:00","","","","2018-12-18T18:16:00.000Z","2018-12-18T05:00:00.000Z","2018-12-19","2018-12-19T04:59:59.000Z","04:59:59","1000000110","3","SM","100","",0,"4000109","CU Maintenance Order","OR000004000109","1","CUWO","001","1001","1001","24W09","","","0","","USEAPROF","","OPS-REG-1","2018-12-18","18:16:00","2018-12-18","05:00:00","","","","","","0","","0",""
"","","","","","1","","USEA","OC","JJUDD","","","","","2024-02-07T16:01:04.000Z",,"0","EDOHR101","10000325","1001","A","","000000004264","2024-02-28","2024-02-28T05:00:00.000Z","05:00:00","2024-02-26","2024-02-26T05:00:00.000Z","05:00:00","","","","2024-02-27T14:32:00.000Z","2024-02-26T14:00:00.000Z","2024-02-27","2024-02-27T04:59:59.000Z","04:59:59","1000000111","3","SM","100","",0,"4000110","Replace Pole","OR000004000110","1","CUWO","001","1001","1001","24W09","","","0","","USEAPROF","","OPS-REG-1","2024-02-27","14:32:00","2024-02-26","14:00:00","","","","","","0","","0",""
"","","","","","1","","USEA","OC","JJUDD","","","","",,,"0","EDOHR101","10000325","1001","A","","000000004266","2018-12-12","2018-12-12T05:00:00.000Z","05:00:00","2018-12-06","2018-12-06T05:00:00.000Z","05:00:00","","","","2018-12-11T18:48:00.000Z","2018-12-06T14:00:00.000Z","2018-12-12","2018-12-12T13:31:28.000Z","13:31:28","1000000112","3","SM","100","",0,"4000111","New Subdivision v2","OR000004000111","1","CUWO","001","1001","1001","","","","0","","USEAPROF","","OPS-REG-1","2018-12-11","18:48:00","2018-12-06","14:00:00","","","","","","0","","0",""
"","","","","","1","","USEA","OC","JJUDD","","","","","2024-02-07T16:01:04.000Z",,"0","EDOHR101","10000325","1001","A","","000000004267","2024-02-28","2024-02-28T05:00:00.000Z","05:00:00","2024-02-26","2024-02-26T05:00:00.000Z","05:00:00","","","","2024-02-27T19:52:00.000Z","2024-02-26T14:00:00.000Z","2024-02-27","2024-02-27T04:59:59.000Z","04:59:59","1000000113","3","SM","100","",0,"4000112","Pole Installation Design Template","OR000004000112","1","CUWO","001","1001","1001","24W09","","","0","","USEAPROF","","OPS-REG-1","2024-02-27","19:52:00","2024-02-26","14:00:00","","","","","","0","","0",""
"","","","","","1","","USEA","OC","MBOWMAN","","","","","2024-02-07T18:50:02.000Z",,"0","EDOHR101","10000325","1001","A","","000000004272","2024-02-13","2024-02-13T05:00:00.000Z","05:00:00","2018-12-14","2018-12-14T05:00:00.000Z","05:00:00","","","","2024-02-12T20:24:00.000Z","2018-12-14T05:00:00.000Z","2018-12-15","2018-12-15T04:59:59.000Z","04:59:59","1000000114","3","SM","100","",0,"4000114","Pole Replacements Elm Street","OR000004000114","1","CUWO","001","1001","1001","24W09","","","0","","USEAPROF","","OPS-REG-1","2024-02-12","20:24:00","2018-12-14","05:00:00","","","","","","0","","0",""
"","","","","","1","0001","USEA","OC","EHUDAK","10000001","25KVa Transformer","","","2024-02-07T18:23:39.000Z",,"0","EDOHR101","10000325","1001","A","","000000004273","2024-02-08","2024-02-08T05:00:00.000Z","05:00:00","2024-02-07","2024-02-07T05:00:00.000Z","05:00:00","","","","2024-02-07T14:00:00.000Z","2024-02-07T14:00:00.000Z","2024-02-07","2024-02-07T18:22:30.000Z","18:22:30","1000000115","3","PM","","10000021",1775,"4000115","Inspect due to Leak","OR000004000115","1","M02","001","1001","1001","","","","0","","USEAPROF","","OPS-REG-1","2024-02-07","14:00:00","2024-02-07","14:00:00","","","EAMS_EQUI","000000000010000001","10000001","0","","0",""
"","","","","","1","","USEA","OC","EHUDAK","10000097","Hydrant Demonbreun & 6th Ave S [*TEST*]","","","2023-04-20T00:49:20.000Z",,"0","EDSSR101","10000333","1001","A","","000000004274","2018-12-14","2018-12-14T05:00:00.000Z","05:00:00","2018-12-13","2018-12-13T05:00:00.000Z","05:00:00","","","","2018-12-13T14:00:00.000Z","2018-12-13T14:00:00.000Z","2023-04-20","2023-04-20T00:49:19.000Z","00:49:19","1000000116","","PM","","10000077",1776,"4000116","J test bad","OR000004000116","1","M02","","1001","1801","","","","0","","USEAPROF","","OPS-REG-1","2018-12-13","14:00:00","2018-12-13","14:00:00","","","EAMS_EQUI","000000000010000097","10000097","0","","0",""
"C","","","","","1","0001","USEA","OC","MBOWMAN","10000233","Non-fused Switch","","U-E-D-OH-F-44224-007","2021-11-16T16:05:53.000Z",,"0","EDOHR101","10000325","1001","A","","000000004276","2019-01-30","2019-01-30T05:00:00.000Z","05:00:00","2019-01-29","2019-01-29T05:00:00.000Z","05:00:00","","","","2019-01-29T18:16:00.000Z","2019-01-29T14:00:00.000Z","2019-01-30","2019-01-30T04:59:59.000Z","04:59:59","1000000117","3","PM","","10000113",1777,"4000118","Switchgear malfunctioning","OR000004000118","1","M02","001","1001","1001","","","","0","003","USEAPROF","","OPS-REG-1","2019-01-29","18:16:00","2019-01-29","14:00:00","","","EAMS_EQUI","000000000010000233","10000233","0","","0",""
"","","","","","2","0001","USEA","OC","EHUDAK","","","","U-E-D-US-C","2019-05-24T16:31:17.000Z",,"0","VEGMGT4","10000351","1001","A","","000000004304","2019-02-01","2019-02-01T05:00:00.000Z","05:00:00",,,"00:00:00","","","","2019-03-26T13:32:00.000Z","2019-03-25T04:00:00.000Z","2019-02-01","2019-02-01T05:00:00.000Z","05:00:00","1000000121","","PM","","10000121",1867,"4000120","Create WO with","OR000004000120","1","M03","001","1001","1001","","","","0","","USEAPROF","","AM-VEGMGT","2019-03-26","13:32:00","2019-03-25","04:00:00","","","EAMS_FL","U-E-D-US-C","U-E-D-US-C","0","","0",""
"A","","","","","1","","USEA","OC","EHUDAK","","","","U-W-D-US-M-M0005-001",,,"0","WDMNS002","10000374","1801","A","","000000004306","2019-01-08","2019-01-08T05:00:00.000Z","05:00:00","2019-01-07","2019-01-07T05:00:00.000Z","05:00:00","","","","2019-01-07T14:00:00.000Z","2019-01-07T14:00:00.000Z","2019-01-08","2019-01-08T04:59:59.000Z","04:59:59","1000000122","3","PM","","10000122",1868,"4000121","test","OR000004000121","2","M01","801","1801","1801","","","","0","","USEAPROF","","OPS-REG-1","2019-01-07","14:00:00","2019-01-07","14:00:00","","","EAMS_FL","U-W-D-US-M-M0005-001","U-W-D-US-M-M0005-001","0","","0",""
"A","","","","","2","","USEA","OC","GPETERS","","","","U-W-D-US-M-M0005-001","2021-05-13T00:35:02.000Z",,"0","WDMNS002","10000374","1801","A","","000000004310","2019-01-08","2019-01-08T05:00:00.000Z","05:00:00","2019-01-07","2019-01-07T05:00:00.000Z","05:00:00","","","","2019-01-07T22:00:00.000Z","2019-01-07T22:00:00.000Z","2021-05-12","2021-05-12T23:35:01.000Z","23:35:01","1000000124","","PM","","10000124",1869,"4000123","Fixed Broken Water Main","OR000004000123","1","M03","801","1801","1801","","","","0","","USEAPROF","","OPS-REG-1","2019-01-07","22:00:00","2019-01-07","22:00:00","","","EAMS_FL","U-W-D-US-M-M0005-001","U-W-D-US-M-M0005-001","0","","0",""
"A","","","","","2","","USEA","OC","GPETERS","","","","U-W-D-US-M-M0005-001",,,"0","WDMNS002","10000374","1801","A","","000000004312","2019-01-08","2019-01-08T05:00:00.000Z","05:00:00","2019-01-07","2019-01-07T05:00:00.000Z","05:00:00","","","","2019-01-07T22:00:00.000Z","2019-01-07T22:00:00.000Z","2019-01-08","2019-01-08T04:59:59.000Z","04:59:59","1000000125","","PM","","10000125",1870,"4000124","Fix Another Broken Water Main","OR000004000124","1","M03","801","1801","1801","","","","0","","USEAPROF","","OPS-REG-1","2019-01-07","22:00:00","2019-01-07","22:00:00","","","EAMS_FL","U-W-D-US-M-M0005-001","U-W-D-US-M-M0005-001","0","","0",""
"A","","","","","1","","USEA","OC","EHUDAK","","","","U-W-D-US-M-M0005-010",,,"0","WDMNS002","10000374","1801","A","","000000004315","2019-01-09","2019-01-09T05:00:00.000Z","05:00:00","2019-01-08","2019-01-08T05:00:00.000Z","05:00:00","","","","2019-01-08T14:00:00.000Z","2019-01-08T14:00:00.000Z","2019-01-09","2019-01-09T04:59:59.000Z","04:59:59","1000000126","1","PM","","10000127",1871,"4000125","Leak south end of Cleveland Park","OR000004000125","2","M01","801","1801","1801","","","","0","","USEAPROF","","OPS-REG-1","2019-01-08","14:00:00","2019-01-08","14:00:00","","","EAMS_FL","U-W-D-US-M-M0005-010","U-W-D-US-M-M0005-010","0","","0",""
"","","","","","1","0001","USEA","OC","MBOWMAN","","","","","2023-04-19T23:57:58.000Z",,"324","EDOHR401","10000328","1001","A","","000000004321","2019-01-10","2019-01-10T05:00:00.000Z","05:00:00","2019-01-09","2019-01-09T05:00:00.000Z","05:00:00","","","","2019-01-09T16:08:00.000Z","2019-01-09T14:00:00.000Z","2023-04-19","2023-04-19T23:57:36.000Z","23:57:36","1000000127","3","PM","250","10000129",1872,"4000126","Inspect Pole","OR000004000126","1","M02","001","1001","1001","","1","","0","","USEAPROF","","OPS-REG-4","2019-01-09","16:08:00","2019-01-09","14:00:00","","","","","","0","","0",""
"","","","","","1","0001","USEA","OC","ALEDESMA","","","","","2020-05-14T01:22:35.000Z",,"0","EDOHR401","10000328","1001","A","","000000004324","2019-01-11","2019-01-11T05:00:00.000Z","05:00:00","2019-01-10","2019-01-10T05:00:00.000Z","05:00:00","","","","2019-01-10T14:00:00.000Z","2019-01-10T14:00:00.000Z","2019-01-11","2019-01-11T04:59:59.000Z","04:59:59","1000000128","3","PM","","10000130",1873,"4000127","Al - Malfuntion Report","OR000004000127","2","M01","","1101","","","","","0","","USEAPROF","","OPS-REG-4","2019-01-10","14:00:00","2019-01-10","14:00:00","","","","","","0","","0",""
"A","","","","","1","","USEA","OC","EHUDAK","","","","U-W-D-US-M-M0005-004",,,"0","WDMNS002","10000374","1801","A","","000000004333","2019-01-12","2019-01-12T05:00:00.000Z","05:00:00","2019-01-11","2019-01-11T05:00:00.000Z","05:00:00","","","","2019-01-11T14:00:00.000Z","2019-01-11T14:00:00.000Z","2019-01-12","2019-01-12T04:59:59.000Z","04:59:59","1000000129","2","PM","","10000134",1874,"4000128","Replace corroded section at 11th and Ore","OR000004000128","2","M01","801","1801","1801","","","","0","","USEAPROF","","OPS-REG-1","2019-01-11","14:00:00","2019-01-11","14:00:00","","","EAMS_FL","U-W-D-US-M-M0005-004","U-W-D-US-M-M0005-004","0","","0",""
"A","","","","","1","","USEA","OC","EHUDAK","","","","U-W-D-US-M-M0005-008",,,"0","WDMNS002","10000374","1801","A","","000000004336","2019-01-12","2019-01-12T05:00:00.000Z","05:00:00","2019-01-11","2019-01-11T05:00:00.000Z","05:00:00","","","","2019-01-11T14:00:00.000Z","2019-01-11T14:00:00.000Z","2019-01-12","2019-01-12T04:59:59.000Z","04:59:59","1000000130","","PM","","10000136",1875,"4000129","Repair pin-hole leak at Shelton","OR000004000129","2","M01","801","1801","1801","","","","0","","USEAPROF","","OPS-REG-1","2019-01-11","14:00:00","2019-01-11","14:00:00","","","EAMS_FL","U-W-D-US-M-M0005-008","U-W-D-US-M-M0005-008","0","","0",""
